0.5,12.553199672698971,11.835074001438041,10.853456680976858,10.676574498367973,9.694126784041154,8.876452614154191,9.390927173975655,9.843784951094507,10.579505543580042,11.157687928078783,10.265072893832484,8.81625461965003,9.066644033902833,10.397097942615902,11.700778445930526,12.463877293767197,13.21861604559844,13.02414801717223,12.962223906336902,
1.0,13.694399642944331,12.962223906336904,11.938802349074544,11.184982807814068,10.617376953949837,9.683402851804573,10.397097942615904,10.62092586828618,11.637456097938049,12.139564465749709,11.246949431503406,9.874205174008036,10.10283192349173,11.403268711256155,12.10425356475572,13.387127463675881,13.727024355044536,14.109493685269916,14.089373811235761,
1.5,12.553199672698971,11.835074001438041,10.853456680976858,10.676574498367973,9.694126784041154,8.876452614154191,9.390927173975655,9.843784951094507,10.579505543580042,11.157687928078783,10.265072893832484,8.81625461965003,9.066644033902833,10.397097942615902,11.700778445930526,12.463877293767197,13.21861604559844,13.02414801717223,12.962223906336902,
5.5,16.547399568557736,16.907248573482924,16.822857855514137,16.269065902275013,17.080128143310617,16.94595499065802,17.104903066884248,16.838053205819566,16.045583407763072,15.799286106159514,14.90667107191321,16.045583407763065,16.838053205819563,17.104903066884244,16.945954990658016,18.0033783132193,18.302699140059392,17.908203523611824,17.470823525932353,
6.0,17.11799955368042,18.03439847838179,17.908203523611824,17.285882521167206,17.541753228264962,17.752905228308403,17.77568357931108,17.61519412301124,16.927208869728076,16.781162643830438,15.888547609584132,16.927208869728073,17.615194123011236,17.775683579311078,17.7529052283084,18.46500339817364,18.81110744950549,18.993549191709516,18.597973430831214,
6.5,17.11799955368042,18.03439847838179,17.908203523611824,17.285882521167206,17.541753228264962,17.752905228308403,17.77568357931108,17.09710017821679,16.221908500156072,14.99593257533785,15.085194078762468,16.22190850015607,17.097100178216788,17.775683579311078,17.7529052283084,18.46500339817364,18.81110744950549,18.993549191709516,18.597973430831214,
7.0,17.11799955368042,18.597973430831217,18.993549191709516,18.811107449505492,18.465003398173643,17.752905228308403,17.77568357931108,17.61519412301124,17.456184146907077,17.048947154104326,15.531501595885613,15.16395794579806,15.801865316230666,16.43412255445741,16.139004753007633,17.54175322826496,18.302699140059392,18.45087635766067,18.034398478381785,
7.5,19.97099947929383,20.288698288179514,20.078894859807203,19.82792406839768,19.38825356808233,18.15638034713359,20.458805629018418,21.75994568136683,22.74593691869706,23.029467883554496,24.189867428074663,25.038163119806033,25.12755632253074,25.489659472219667,25.015457367161847,24.927754587534427,23.89519054396644,22.792259030051426,21.41584819307838,
8.0,21.112199449539194,21.415848193078382,20.621567693856047,20.844740687289875,20.31150373799101,18.963330584783975,21.12958614144525,22.537086598558503,23.627562380662056,24.011344421225424,25.171743965745588,25.919788581771027,26.422791184516864,26.495830240859917,25.82240760481223,25.851004757443114,24.912007162858632,23.877604698149113,21.979423145527807,
8.5,19.97099947929383,20.288698288179514,20.078894859807203,19.82792406839768,19.38825356808233,18.15638034713359,20.458805629018418,21.75994568136683,22.74593691869706,23.029467883554496,24.189867428074663,25.038163119806033,25.12755632253074,25.489659472219667,25.015457367161847,24.927754587534427,23.89519054396644,22.792259030051426,21.41584819307838,
9.0,17.11799955368042,18.03439847838179,17.908203523611824,17.285882521167206,17.541753228264962,17.752905228308403,18.781854347951334,19.169475957394585,19.395760163230083,18.923438726021544,17.316731664378203,18.161484516479078,18.39233504020291,18.111073835524493,17.7529052283084,17.54175322826496,17.285882521167203,17.36553068956298,17.470823525932353,
46.5,41.08319892883306,39.45024667146021,36.90175271532138,34.57176504233445,33.237006116712585,31.067584149539726,31.52668408406118,31.085636687666863,32.796467185097995,36.32943189382428,42.577737133548524,45.139223652607896,46.62845503150013,47.62541638230505,47.20658890254733,47.08575866534284,45.75674785014854,44.49917239200521,43.39527133860623,
